gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000186648	CARMIL3	90668	Ensembl
ENSG00000284386	MIR147B	100126311	Ensembl
ENSG00000260369			Ensembl
ENSG00000248383	PCDHAC1	56135	Ensembl
ENSG00000206965	RNU6-5P	106478913	Ensembl
ENSG00000276637			Ensembl
USP49	USP49	25862	GO
390142	OR5D13	390142	dGene
ENSG00000137038	DMAC1	90871	Ensembl
ENSG00000197309	OR10D3	26497	RussLampel
ENSG00000224055	GAPDHP55	100421324	Ensembl
ENSG00000279949			Ensembl
4296	MAP3K11	4296	dGene
144203			dGene
2126	NRBP1	29959	GuideToPharmacologyGenes
APC	APC	324	CIViC
ENSG00000186625	KATNA1	11104	Ensembl
ENSG00000169040	PMCHL2	5370	Ensembl
P55055	NR1H2	7376	HopkinsGroom
FCGR1A	FCGR1A	2209	NCI
ENSG00000254738			Ensembl
ENSG00000244642	RN7SL396P	106479368	Ensembl
ENSG00000181333	HEPHL1	341208	Ensembl
P28827	PTPRM	5797	HopkinsGroom
ENSG00000265470	MIR548AQ	100847078	Ensembl
HGF	HGF	3082	MyCancerGenome
ENSG00000257910			Ensembl
Q9H346	OR52D1	390066	HopkinsGroom
ENSG00000183514	TDGF1P2	22816	Ensembl
ENSG00000225077	LINC00337	148645	Ensembl
ENSG00000106080	FKBP14	55033	RussLampel
ENSG00000207293			Ensembl
ENSG00000221394	MIR1229	100302156	Ensembl
ENSG00000274837			Ensembl
ENSG00000169962	TAS1R3	83756	RussLampel
MST1	MST1	4485	GO
ENSG00000272849			Ensembl
ENSG00000252653	RNA5SP444	100873690	Ensembl
ENSG00000183378	OVCH2	341277	RussLampel
ENSG00000266210	RN7SL371P	106481839	Ensembl
ENSG00000255047	HNRNPRP2	100421354	Ensembl
ENSG00000261051			Ensembl
ENSG00000123416	TUBA1B	10376	RussLampel
ENSG00000101955	SRPX	8406	Ensembl
ENSG00000153012	LGI2	55203	Ensembl
420	GABRR1	2569	GuideToPharmacologyGenes
ENSG00000177803			Ensembl
ENSG00000123407	HOXC12	3228	Ensembl
ENSG00000225509	AIFM1P1	645120	Ensembl
CD5	CD5	921	GO
ENSG00000270066	SCARNA2	677766	Ensembl
ENSG00000264314	MIR548AT	100847030	Ensembl
1025	SLC22A6	9356	GuideToPharmacologyInteractions
ENSG00000207645	MIR512-1	574458	Ensembl
ENSG00000275121			Ensembl
ENSG00000215305	VPS16	64601	Ensembl
ENSG00000266613			Ensembl
ENSG00000226875	ZNF877P	100873811	Ensembl
594	PPARD	5467	GuideToPharmacologyGenes
ENSG00000253089	RNU1-104P	106480184	Ensembl
ENSG00000137842	TMEM62	80021	Ensembl
2911	GRM1	2911	dGene
620	ESR1	2099	GuideToPharmacologyInteractions
1559	DNPEP	23549	GuideToPharmacologyInteractions
ENSG00000158042	MRPL17	63875	Ensembl
ENSG00000197283	SYNGAP1	8831	Ensembl
ENSG00000132465	JCHAIN	3512	HingoraniCasas
ENSG00000279507			Ensembl
ENSG00000237984	PTENP1	11191	Ensembl
ENSG00000270380			Ensembl
RYR2	RYR2	6262	BaderLabGenes
ENSG00000108654	DDX5	1655	Ensembl
ENSG00000244381			Ensembl
ENSG00000197557	TTC30A	92104	Ensembl
2219	STK3	6788	GuideToPharmacologyGenes
ENSG00000007171	NOS2	4843	RussLampel
453	GRIK4	2900	GuideToPharmacologyInteractions
ENSG00000214322	CBX1P2	100147811	Ensembl
ENSG00000168913	ENHO	375704	HingoraniCasas
KMT2A	KMT2A	4297	MskImpact
ENSG00000230843			Ensembl
240	GABBR1	2550	GuideToPharmacologyInteractions
ENSG00000242314	RPL12P32	100132795	Ensembl
ENSG00000197291	RAMP2-AS1	100190938	Ensembl
1418	PLA2G2D	26279	GuideToPharmacologyGenes
ENSG00000236141			Ensembl
ENSG00000268595			Ensembl
ENSG00000155016	CYP2U1	113612	RussLampel
ENSG00000100335	MIEF1	54471	Ensembl
ENSG00000151418	ATP6V1G3	127124	Ensembl
GPR35	GPR35	2859	GO
ENSG00000177455	CD19	930	Ensembl
ENSG00000169245	CXCL10	3627	HingoraniCasas
ENSG00000284574	MIR6787	102465472	Ensembl
ENSG00000197191	CYSRT1	375791	Ensembl
ENSG00000229455	RPS10P18	100271349	Ensembl
ENSG00000225826	LINC00626	79100	Ensembl
ENSG00000127952	STYXL1	51657	RussLampel
ENSG00000269707			Ensembl
ENSG00000243568			Ensembl
ENSG00000089356	FXYD3	5349	Ensembl
ENSG00000279091			Ensembl
ENSG00000143850	PLEKHA6	22874	Ensembl
ENSG00000121350	PYROXD1	79912	Ensembl
ENSG00000256339			Ensembl
ENSG00000138741	TRPC3	7222	Ensembl
ENSG00000164251	F2RL1	2150	Ensembl
ENSG00000266188	MIR5095	100616458	Ensembl
ENSG00000180264	ADGRD2	347088	RussLampel
ENSG00000283647			Ensembl
ENSG00000234162			Ensembl
ENSG00000230558	CEACAMP2	1091	Ensembl
ENSG00000170445	HARS	3035	Ensembl
ENSG00000165704	HPRT1	3251	HingoraniCasas
TFDP3	TFDP3	51270	GO
ENSG00000172179	PRL	5617	HingoraniCasas
7867	MAPKAPK3	7867	dGene
P10721	KIT	3815	TEND
ENSG00000228589	SPCS2P4	653566	Ensembl
ENSG00000222524	RN7SKP109	106479143	Ensembl
PSMB2	PSMB2	5690	GO
ENSG00000173451	THAP2	83591	Ensembl
TTDS00241	CYP17A1	1586	TTD
ENSG00000225580			Ensembl
PRDM1	PRDM1	639	MskImpact
ENSG00000256984			Ensembl
Q8NEB9	PIK3C3	5289	HopkinsGroom
ENSG00000276897			Ensembl
ENSG00000179933	C14ORF119	55017	Ensembl
ENSG00000237959	RPL36AP10	100271140	Ensembl
ENSG00000200389	RNU6-509P	106479792	Ensembl
MAP2K1	MAP2K1	5604	CancerCommons
CTLA4	CTLA4	1493	NCI
ENSG00000118939	UCHL3	7347	HingoraniCasas
ENSG00000265354	TIMM23	100287932	Ensembl
ENSG00000198225	FKBP1C	642489	HingoraniCasas
ENSG00000213030	CGB8	94115	Ensembl
ENSG00000197125	OR8B8	26493	RussLampel
ENSG00000198666			RussLampel
ENSG00000271616			Ensembl
ENSG00000221957	KIR2DS4	3809	Ensembl
ENSG00000231258	ZSWIM5P2	100132201	Ensembl
ENSG00000159214	CCDC24	149473	Ensembl
412	GABRB3	2562	GuideToPharmacologyGenes
ENSG00000239679	RN7SL193P	106480493	Ensembl
ENSG00000264028	RN7SL744P	106479493	Ensembl
ENSG00000105246	EBI3	10148	Ensembl
ENSG00000238906			Ensembl
ENSG00000277673			Ensembl
ENSG00000197798	FAM118B	79607	Ensembl
ENSG00000167046			Ensembl
ENSG00000235527	HIPK1-AS1	101928846	Ensembl
MAP2K3	MAP2K3	5606	GO
ENSG00000237547	IGHJ2P	28480	Ensembl
497	TRPM5	29850	GuideToPharmacologyInteractions
953	SLC9A6	10479	GuideToPharmacologyGenes
ENSG00000225339			Ensembl
ENSG00000235631	RNF148	378925	Ensembl
ENSG00000249403			Ensembl
ENSG00000226567	LINC00606	285370	Ensembl
ENSG00000242107	LINC01100	730109	Ensembl
ENSG00000196696			Ensembl
ENSG00000224717			Ensembl
ENSG00000223495			Ensembl
ENSG00000235644	RPL10P5	644911	Ensembl
ENSG00000115694	STK25	10494	RussLampel
ENSG00000231857	MORF4L1P5	100129288	Ensembl
ENSG00000201314			Ensembl
2165	PIP5K1C	23396	GuideToPharmacologyGenes
ENSG00000272744			Ensembl
ENSG00000233816	IFNA13	3447	Ensembl
ENSG00000126351	THRA	7067	Ensembl
ENSG00000231824	AKAIN1	642597	Ensembl
ENSG00000237978	KCNMB2-AS1	104797538	Ensembl
ENSG00000231934	LINC01598	105379478	Ensembl
DHFR	DHFR	1719	ClearityFoundationClinicalTrial
ENSG00000174038	C9ORF131	138724	Ensembl
ENSG00000275830			Ensembl
ENSG00000185499	MUC1	4582	HingoraniCasas
ENSG00000064763	FAR2	55711	Ensembl
ENSG00000272892			Ensembl
ENSG00000250222			Ensembl
ENSG00000251823	RNA5SP162	100873427	Ensembl
Q6DT37	CDC42BPG	55561	HopkinsGroom
ENSG00000169429	CXCL8	3576	Ensembl
ENSG00000239649	MYADML	151325	Ensembl
ENSG00000276103			Ensembl
ENSG00000250471	GMPSP1	728564	Ensembl
ENSG00000218596			Ensembl
EBAG9	EBAG9	9166	GO
ENSG00000255853			Ensembl
ENSG00000254471			Ensembl
1921	AAK1	22848	GuideToPharmacologyGenes
ENSG00000102962	CCL22	6367	HingoraniCasas
ENSG00000229738			Ensembl
ENSG00000277864	SCARNA15	677778	Ensembl
ENSG00000212610			Ensembl
ENSG00000106366	SERPINE1	5054	RussLampel
ENSG00000243081			Ensembl
ENSG00000180739	S1PR5	53637	Ensembl
EAR7	THRA	7067	ChemblInteractions
ENSG00000218073			Ensembl
ENSG00000130612	CYP2G1P	22952	RussLampel
ENSG00000131711	MAP1B	4131	Ensembl
SLC25A47	SLC25A47	283600	GO
EPC2	EPC2	26122	GO
ENSG00000239293	OR9P1P	81382	Ensembl
ENSG00000089250	NOS1	4842	Ensembl
ENSG00000273979			Ensembl
ENSG00000147168	IL2RG	3561	Ensembl
ENSG00000160213	CSTB	1476	Ensembl
ENSG00000211935	IGHV1-3	28473	Ensembl
ENSG00000199744	SNORD36A	26815	Ensembl
8	HTR2C	3358	GuideToPharmacologyInteractions
IDH1	IDH1	3417	CarisMolecularIntelligence
ENSG00000243995			Ensembl
ENSG00000278638			Ensembl
ENSG00000222895	RNU6-1133P	106481537	Ensembl
ENSG00000270962			Ensembl
P35916	FLT4	2324	TdgClinicalTrial
ENSG00000234741	GAS5	60674	Ensembl
ENSG00000273017			Ensembl
IQGAP2	IQGAP2	10788	GO
ENSG00000165059	PRKACG	5568	Ensembl
ENSG00000163288	GABRB1	2560	RussLampel
ENSG00000166821	PEX11A	8800	Ensembl
ENSG00000259168			Ensembl
ENSG00000143443	C1ORF56	54964	Ensembl
ENSG00000263717			Ensembl
ENSG00000238249	HMGN2P17	100113373	Ensembl
ENSG00000134109	EDEM1	9695	Ensembl
SERINC2	SERINC2	347735	GO
APOE	APOE	348	GO
ENSG00000131152			Ensembl
1828	EPHA8	2046	GuideToPharmacologyGenes
ENSG00000255563			Ensembl
ENSG00000223944			Ensembl
ENSG00000275075			Ensembl
ENSG00000249127	MTND3P3	100873187	Ensembl
ENSG00000109674	NEIL3	55247	Ensembl
PMCHL1	PMCHL1	5369	GO
ENSG00000215187	FAM166B	730112	Ensembl
ENSG00000166368	OR2D2	120776	Ensembl
ENSG00000169071	ROR2	4920	HingoraniCasas
PCGF3	PCGF3	10336	GO
ENSG00000274244			Ensembl
1960	CDC7	8317	GuideToPharmacologyGenes
ENSG00000182782	HCAR2	338442	Ensembl
ENSG00000159763	PIP	5304	HingoraniCasas
ENSG00000228984			Ensembl
419	GABRP	2568	GuideToPharmacologyGenes
HLA-DRB1	HLA-DRB1	3123	ChemblInteractions
ENSG00000175387	SMAD2	4087	Ensembl
ENSG00000130711	PRDM12	59335	Ensembl
ENSG00000229282			Ensembl
ENSG00000221502	MIR1245A	100302219	Ensembl
ENSG00000259977			Ensembl
ENSG00000180662	RPL21P8	319145	Ensembl
ENSG00000201744	RNU6-34P	100873749	Ensembl
ENSG00000207433	RNU6-246P	106481884	Ensembl
ENSG00000267387			Ensembl
NAAA	NAAA	27163	GO
ENSG00000230377	ELOCP7	100462868	Ensembl
ENSG00000240450	CSPG4P1Y	114758	Ensembl
ENSG00000243770	RN7SL65P	106479247	Ensembl
ENSG00000168811	IL12A	3592	HingoraniCasas
ENSG00000201294	RNU6-1019P	106480015	Ensembl
ENSG00000251985	RNU6-1161P	106480077	Ensembl
ENSG00000214883			Ensembl
ENSG00000101197	BIRC7	79444	Ensembl
81458	OR2T7	81458	dGene
MMP3	MMP3	4314	TALC
ENSG00000182492	BGN	633	Ensembl
ENSG00000152291	TGOLN2	10618	Ensembl
Q16581	C3AR1	719	HopkinsGroom
ENSG00000279226			Ensembl
P47871	GCGR	2642	TdgClinicalTrial
ENSG00000182012			RussLampel
ENSG00000214820	MPRIPP1	100421374	Ensembl
ENSG00000226096			Ensembl
2081	ERN1	2081	dGene
ENSG00000198049	AVPR1B	553	HingoraniCasas
ENSG00000219619			Ensembl
ENSG00000235266	RPL22P17	100271289	Ensembl
ENSG00000177932	ZNF354C	30832	Ensembl
TTDS00111	AVPR2	554	TTD
ENSG00000279611			Ensembl
DIA4	NQO1	1728	ChemblInteractions
ENSG00000206621	SNORD116-14	100033426	Ensembl
5745	PTH1R	5745	dGene
ENSG00000163507	CIP2A	57650	Ensembl
ENSG00000198734	F5	2153	HingoraniCasas
ENSG00000035115	SH3YL1	26751	Ensembl
KLK8	KLK8	11202	GO
2642	TYMS	7298	GuideToPharmacologyInteractions
ENSG00000185974	GRK1	6011	HingoraniCasas
TNFSF4	TNFSF4	7292	GO
ENSG00000207370			Ensembl
ENSG00000156110	ADK	132	Ensembl
ENSG00000272164			Ensembl
OR10T2	OR10T2	128360	GO
ENSG00000267771			Ensembl
ENSG00000252202			Ensembl
ENSG00000284550	MIR8069-1	102466252	Ensembl
ENSG00000172831	CES2	8824	Ensembl
ENSG00000278915			Ensembl
Q8WZ42	TTN	7273	HopkinsGroom
ENSG00000284353	MIR142	406934	Ensembl
ENSG00000132631	SCP2D1	140856	Ensembl
ENSG00000260932			Ensembl
ENSG00000265118			Ensembl
ERCC2	ERCC2	2068	GO
MSR1	MSR1	4481	NCI
ENSG00000275226	LINC00547	400121	Ensembl
ENSG00000170522	ELOVL6	79071	HingoraniCasas
ENSG00000233397			Ensembl
ENSG00000165240	ATP7A	538	Ensembl
ENSG00000118432	CNR1	1268	HingoraniCasas
ENSG00000235098	ANKRD65	441869	Ensembl
ENSG00000284657			Ensembl
812	ATP2A2	488	GuideToPharmacologyInteractions
ENSG00000234538	ZNF114P1	100132509	Ensembl
ENSG00000185860	CCDC190	339512	Ensembl
PKIA	PKIA	5569	GO
P36969	GPX4	2879	HopkinsGroom
ENSG00000237475	RPL7P53	100271145	Ensembl
ENSG00000276791			Ensembl
ENSG00000275540			Ensembl
ENSG00000260029			Ensembl
ENSG00000136811	ODF2	4957	Ensembl
ENSG00000138376	BARD1	580	Ensembl
ENSG00000171456	ASXL1	171023	Ensembl
ENSG00000187762	HSPE1P11	106481673	Ensembl
ENSG00000253877	LINC01608	101927459	Ensembl
FSHB	FSHB	2488	GO
ENSG00000231357			Ensembl
ENSG00000197361	FBXL22	283807	Ensembl
ENSG00000165828	PRAP1	118471	Ensembl
ENSG00000275994	SNORA24	677809	Ensembl
ENSG00000134538	SLCO1B1	10599	HingoraniCasas
ENSG00000204859	ZBTB48	3104	Ensembl
2684	KDM6A	7403	GuideToPharmacologyInteractions
ENSG00000116288	PARK7	11315	Ensembl
ENSG00000251027	LINC01950	102467213	Ensembl
PIK3R4	PIK3R4	30849	MyCancerGenomeClinicalTrial
ENSG00000212158	SNORD66	692107	Ensembl
ENSG00000105643	ARRDC2	27106	Ensembl
ENSG00000219355	RPL31P52	100271476	Ensembl
ENSG00000248406			Ensembl
ENSG00000273927			Ensembl
NEK3	NEK3	4752	GO
ENSG00000236753	MKLN1-AS	100506881	Ensembl
ENSG00000164761	TNFRSF11B	4982	HingoraniCasas
ENSG00000187091	PLCD1	5333	RussLampel
ENSG00000106459	NRF1	4899	Ensembl
SSTR4	SSTR4	6754	ChemblInteractions
ENSG00000183696	UPP1	7378	Ensembl
ENSG00000250761			Ensembl
ENSG00000233235			Ensembl
XDHA	XDH	7498	ChemblInteractions
ENSG00000233382	NKAPP1	158801	Ensembl
ENSG00000268483	RPL7AP69	100271545	Ensembl
ENSG00000143162	CREG1	8804	HingoraniCasas
2148	PI4KA	5297	GuideToPharmacologyInteractions
USP17L17	USP17L17	100287327	GO
ENSG00000230530	LIMD1-AS1	644714	Ensembl
GRIN1	GRIN1	2902	GO
ENSG00000266951			Ensembl
MC3R	MC3R	4159	ChemblInteractions
ENSG00000261158			Ensembl
ENSG00000284196			Ensembl
37	GPBAR1	151306	GuideToPharmacologyInteractions
3062	HCRTR2	3062	dGene
P30530	AXL	558	TdgClinicalTrial
ENSG00000188219	POTEE	445582	Ensembl
ENSG00000182308	DCAF4L1	285429	Ensembl
ENSG00000259416			Ensembl
ENSG00000136451	VEZF1	7716	Ensembl
ENSG00000204671	IL31	386653	Ensembl
ENSG00000183862	CNGA2	1260	HingoraniCasas
ENSG00000202335			Ensembl
ENSG00000213440	H2AFZP1	54049	Ensembl
ENSG00000279493			Ensembl
ENSG00000265370	MIR4682	100616322	Ensembl
ENSG00000102804	TSC22D1	8848	Ensembl
ENSG00000046604	DSG2	1829	Ensembl
ENSG00000183813	CCR4	1233	Ensembl
SLA2	SLA2	84174	GO
ENSG00000262171			Ensembl
ENSG00000198417	MT1F	4494	Ensembl
8446	DUSP11	8446	dGene
ENSG00000141579	ZNF750	79755	Ensembl
ENSG00000253584			Ensembl
ENSG00000178226	PRSS36	146547	Ensembl
ENSG00000148290	SURF1	6834	Ensembl
ENSG00000207391			Ensembl
ENSG00000252568	RNU7-28P	100147815	Ensembl
ENSG00000183628	DGCR6	8214	HingoraniCasas
1223	SLCO2A1	6578	GuideToPharmacologyGenes
Q8IWU6	SULF1	23213	HopkinsGroom
ENSG00000230245			Ensembl
ENSG00000263400	TMEM220-AS1	101101775	Ensembl
ENSG00000272900			Ensembl
ENSG00000260976	LINC01633	101929069	Ensembl
ENSG00000234523	NDUFB1P2	100380272	Ensembl
APAF1	APAF1	317	GO
ENSG00000196924	FLNA	2316	Ensembl
SOX18	SOX18	54345	GO
ENSG00000239560	RN7SL479P	106479398	Ensembl
ENSG00000011009	LYPLA2	11313	Ensembl
ENSG00000230149			Ensembl
ENSG00000118898	PPL	5493	Ensembl
ENSG00000259692			Ensembl
ENSG00000179588	ZFPM1	161882	Ensembl
ENSG00000176115	AQP7P4	100132938	Ensembl
ENSG00000278716			Ensembl
ENSG00000275139			Ensembl
ENSG00000252017	RNU6-1194P	106481557	Ensembl
Q6UVY6	MOXD1	26002	HopkinsGroom
ENSG00000283743			Ensembl
ENSG00000250425			Ensembl
ENSG00000267682			Ensembl
ENSG00000214725	CDIPT-AS1	440356	Ensembl
ENSG00000213111	COX5BP2	1331	Ensembl
ENSG00000125247	TMTC4	84899	Ensembl
ENSG00000262898			Ensembl
ENSG00000241792			Ensembl
ENSG00000262529			Ensembl
ENSG00000227358			Ensembl
ENSG00000147383	NSDHL	50814	Ensembl
AIK	AURKA	6790	ChemblInteractions
ENSG00000229459			Ensembl
Q13621	SLC12A1	6557	TEND
GHRH	GHRH	2691	GO
ITGA7	ITGA7	3679	GO
197350	CASP16P	197350	dGene
ENSG00000163157	TMOD4	29765	Ensembl
ENSG00000176095	IP6K1	9807	Ensembl
HK1	HK1	3098	GO
56164	STK31	56164	dGene
ENSG00000212994	RPS26P6	392256	Ensembl
ENSG00000121101	TEX14	56155	Ensembl
Q8IZF4	ADGRG5	221188	HopkinsGroom
TUBB6	TUBB6	84617	ChemblInteractions
ENSG00000272277			Ensembl
ENSG00000230676			Ensembl
CACNA1H	CACNA1H	8912	GO
ENSG00000177848			RussLampel
ENSG00000263744	MIR3664	100500844	Ensembl
ENSG00000182352	C17ORF77	146723	Ensembl
ENSG00000186919	ZACN	353174	Ensembl
KIAA1123	CACNA1G	8913	ChemblInteractions
ENSG00000168482	CYP21A2	1589	RussLampel
ENSG00000157017	GHRL	51738	HingoraniCasas
ENSG00000120708	TGFBI	7045	Ensembl
ENSG00000121361	KCNJ8	3764	RussLampel
ENSG00000254114	HMGN1P28	100874464	Ensembl
MAP4K3	MAP4K3	8491	GO
ENSG00000248144	ADH1C	126	HingoraniCasas
ENSG00000240137	ERICH6-AS1	101928085	Ensembl
ENSG00000138061	CYP1B1	1545	RussLampel
Q07869	PPARA	5465	HopkinsGroom
ENSG00000205857	NANOGNB	360030	Ensembl
DRAM	DRAM1	55332	NCI
ENSG00000271992			Ensembl
ENSG00000237684	RPSAP35	100270916	Ensembl
NAIP	NAIP	4671	GO
ENSG00000260641			Ensembl
ENSG00000107562	CXCL12	6387	Ensembl
ENSG00000100060	MFNG	4242	HingoraniCasas
ENSG00000167112	TRUB2	26995	Ensembl
ENSG00000260671			Ensembl
ENSG00000224087			Ensembl
ENSG00000011021	CLCN6	1185	Ensembl
ENSG00000243977			Ensembl
ENSG00000244144			Ensembl
ENSG00000201758	RN7SKP55	106479119	Ensembl
ENSG00000218048			Ensembl
ENSG00000108479	GALK1	2584	HingoraniCasas
ENSG00000225101	OR52K3P	390035	Ensembl
823	ATP6V0A1	535	GuideToPharmacologyGenes
ENSG00000196188	CTSE	1510	Ensembl
2249	TRIB1	10221	GuideToPharmacologyGenes
ENSG00000174243	DDX23	9416	Ensembl
KIAA2022	NEXMIF	340533	GO
ENSG00000188451	SRP72P2	153932	Ensembl
ENSG00000223350	IGLV9-49	28773	Ensembl
APC	APC	324	CKB
ENSG00000251704	SNORA40	677822	Ensembl
ENSG00000182359	KBTBD3	143879	Ensembl
SLC41A1	SLC41A1	254428	GO
ENSG00000221176	MIR1207	100302175	Ensembl
ENSG00000258973			Ensembl
8665	EIF3F	8665	dGene
ENSG00000275429	MIR6862-1	102465520	Ensembl
ENSG00000230533			Ensembl
ENSG00000243669			Ensembl
ENSG00000138095	LRPPRC	10128	Ensembl
ENSG00000141098	GFOD2	81577	HingoraniCasas
ENSG00000186328			Ensembl
ENSG00000238777	RNU7-141P	106480822	Ensembl
ENSG00000270359			Ensembl
ENSG00000101473	ACOT8	10005	Ensembl
Q14330	GPR18	2841	HopkinsGroom
3274	HRH2	3274	dGene
ENSG00000180914	OXTR	5021	Ensembl
ENSG00000244578	LINC01391	103344930	Ensembl
ENSG00000252329	SCARNA16	677781	Ensembl
ENSG00000270549			Ensembl
ENSG00000269433	OPN1MW3	101060233	Ensembl
ENSG00000264837			Ensembl
ENSG00000219200	RNASEK	440400	Ensembl
SSH2	SSH2	85464	GO
ENSG00000165688	PMPCA	23203	RussLampel
ENSG00000167972	ABCA3	21	Ensembl
ENSG00000253223			Ensembl
P25116	F2R	2149	HopkinsGroom
ENSG00000254423			Ensembl
ENSG00000263944	RN7SL435P	106479381	Ensembl
ENSG00000259999			Ensembl
ENSG00000283419	MIR6874	102466203	Ensembl
ERBB4	ERBB4	2066	MyCancerGenomeClinicalTrial
ENSG00000252446	RNU6-405P	106479744	Ensembl
PDLIM1	PDLIM1	9124	GO
ENSG00000202407			Ensembl
P09917	ALOX5	240	TEND
ENSG00000206818	RNU6-849P	106481449	Ensembl
ENSG00000215174	NLRP2B	286430	Ensembl
ENSG00000206650	SNORA70G	100379132	Ensembl
ENSG00000232675			Ensembl
ENSG00000231301			Ensembl
ENSG00000226481	ACTR3BP2	440888	Ensembl
ENSG00000227845			Ensembl
ENSG00000274118			Ensembl
ENSG00000223128	RN7SKP140	106480366	Ensembl
ENSG00000254804			Ensembl
ENSG00000206634	SNORA22	677807	Ensembl
ENSG00000159164	SV2A	9900	RussLampel
P01019	AGT	183	HopkinsGroom
TTDS00125			TTD
ENSG00000179165	PXT1	222659	Ensembl
ENSG00000197885	NKIRAS1	28512	Ensembl
GLUR3	GRIA3	2892	ChemblInteractions
ENSG00000178934	LGALS7B	653499	HingoraniCasas
ENSG00000224916	APOC4-APOC2	100533990	Ensembl
Q8NGF4	OR5AP2	338675	HopkinsGroom
ENSG00000234871	LINC01032	102724954	Ensembl
AMIGO1	AMIGO1	57463	GO
ENSG00000230499			Ensembl
ENSG00000224318	CHL1-AS2	101927174	Ensembl
ENSG00000125686	MED1	5469	Ensembl
ENSG00000273974			Ensembl
O43781	DYRK3	8444	HopkinsGroom
ENSG00000170190	SLC16A5	9121	Ensembl
ENSG00000197779	ZNF81	347344	Ensembl
ENSG00000225924	TAB2-AS1	105378049	Ensembl
ENSG00000134668	SPOCD1	90853	Ensembl
ENSG00000234565	COX6B1P1	140603	Ensembl
ENSG00000213608	SLC25A14P1	100288343	Ensembl
ENSG00000243779			Ensembl
ENSG00000175766	EIF4E1B	253314	Ensembl
ENSG00000101446	SPINT3	10816	HingoraniCasas
ENSG00000257653			Ensembl
ENSG00000203434			Ensembl
MRE11A	MRE11	4361	FoundationOneGenes
ENSG00000226900			Ensembl
ENSG00000185122	HSF1	3297	Ensembl
TFPI2	TFPI2	7980	NCI
ENSG00000188938	FAM120AOS	158293	Ensembl
ENSG00000169490	TM2D2	83877	Ensembl
TTDS00265	MTOR	2475	TTD
ENSG00000122565	CBX3	11335	Ensembl
ENSG00000177143	CETN1	1068	Ensembl
ENSG00000251799			Ensembl
ENSG00000227426	VN1R33P	100288022	Ensembl
ENSG00000110107	PRPF19	27339	Ensembl
ERBB2	ERBB2	2064	FoundationOneGenes
ENSG00000041880	PARP3	10039	RussLampel
ENSG00000278996			Ensembl
ENSG00000220267	ACTBP8	68	Ensembl
ENSG00000236877	SETD6P1	106481727	Ensembl
P10275	AR	367	TdgClinicalTrial
ENSG00000188229	TUBB4B	10383	RussLampel
ENSG00000229520	LINC00404	100874160	Ensembl
RC3H2	RC3H2	54542	GO
ENSG00000059758	CDK17	5128	HingoraniCasas
8111	GPR68	8111	dGene
ENSG00000230547	HMGB1P11	100419996	Ensembl
ENSG00000272714			Ensembl
ENSG00000252980	RNU6-367P	106481890	Ensembl
ENSG00000135387	CAPRIN1	4076	Ensembl
ENSG00000107643	MAPK8	5599	Ensembl
ENSG00000227960			Ensembl
ENSG00000260436			Ensembl
ENSG00000274450	RNU6ATAC	100151684	Ensembl
ENSG00000251286			Ensembl
ENSG00000205138	SDHAF1	644096	Ensembl
ENSG00000164161	HHIP	64399	Ensembl
ENSG00000281167			Ensembl
ENSG00000074771	NOX3	50508	Ensembl
ENSG00000100403	ZC3H7B	23264	Ensembl
ENSG00000164509	IL31RA	133396	Ensembl
ENSG00000253935	IGLVIV-53	28762	Ensembl
64174	DPEP2	64174	dGene
ENSG00000234332	BCAS2P2	100421045	Ensembl
Q99677	LPAR4	2846	TdgClinicalTrial
ENSG00000257173	AK6P2	100128817	Ensembl
ENSG00000256069	A2MP1	3	Ensembl
Q9Y5Y4	PTGDR2	11251	TdgClinicalTrial
ENSG00000065243	PKN2	5586	HingoraniCasas
ENSG00000093134	VNN3	55350	Ensembl
ENSG00000271433	PPATP2	100421601	Ensembl
GIPC1	GIPC1	10755	GO
NT5E	NT5E	4907	CIViC
ENSG00000068903	SIRT2	22933	Ensembl
ENSG00000187830			RussLampel
ENSG00000183666	GUSBP1	728411	Ensembl
ENSG00000143321	HDGF	3068	HingoraniCasas
MT-CYB	MT-CYB	4519	GO
ENSG00000203813	HIST1H3H	8357	HingoraniCasas
ENSG00000174514	MFSD4A	148808	RussLampel
ENSG00000253429			Ensembl
ENSG00000011638	TMEM159	57146	Ensembl
ENSG00000197870	PRB3	5544	Ensembl
446	GRIA3	2892	GuideToPharmacologyGenes
ENSG00000183751	TBL3	10607	Ensembl
ENSG00000239568			Ensembl
ENSG00000211779	TRAV5	28688	Ensembl
ENSG00000249761			Ensembl
ENSG00000169393	ELSPBP1	64100	HingoraniCasas
CAMK2N1	CAMK2N1	55450	GO
TACR1	TACR1	6869	GO
ENSG00000234571			Ensembl
ENSG00000184357	HIST1H1B	3009	HingoraniCasas
ENSG00000260325	HSPB9	94086	Ensembl
MTOR	MTOR	2475	MskImpact
ENSG00000272478			Ensembl
ENSG00000225885			Ensembl
ENSG00000261364			Ensembl
ENSG00000274836			Ensembl
ENSG00000151726	ACSL1	2180	Ensembl
ENSG00000260785	CASC17	101928165	Ensembl
BRAF	BRAF	673	CancerCommons
ENSG00000271366			Ensembl
ENSG00000027869	SH2D2A	9047	Ensembl
ENSG00000265315	RN7SL199P	106480693	Ensembl
